KEY,R3,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),ADDRESS,CITY,STATE,LATITUDE,LONGITUDE,HOME TYPE,ZIP,BEDS,BATHS,LOCATION,SQFT,LOT SIZE,YEAR BUILT,PARKING SPOTS,PARKING TYPE,LAST SALE DATE,FAVORITE,INTERESTED,IS SHORT SALE,LAST SALE PRICE
160000913,913,http://www.redfin.com/CA/San-Diego/5545-Timothy-Dr-92105/home/5840948,5545 Timothy Dr,San Diego,CA,32.728638,-117.07634,Single Family Residential,92105,3,1,San Diego,1130,,1951,4,Garage,2/19/2016,N,Y,FALSE,375000
150064662,662,http://www.redfin.com/CA/San-Diego/2351-Shamrock-St-92105/home/5536696,2351 Shamrock St,San Diego,CA,32.730565,-117.10555,Single Family Residential,92105,2,1,City Heights,810,8359,1952,2,Garage,2/18/2016,N,Y,FALSE,410000
160006342,342,http://www.redfin.com/CA/San-Diego/4345-41st-St-92105/home/5400223,4345 41st St,San Diego,CA,32.75611,-117.106924,Single Family Residential,92105,2,1,Kensington,958,3759,1926,3,Garage,3/1/2016,N,Y,FALSE,410000
150030334,334,http://www.redfin.com/CA/San-Diego/3676-Marlborough-Ave-92105/home/5395599,3676 Marlborough,San Diego,CA,32.7454411,-117.1060355,Single Family Residential,92105,2,1,San Diego,696,,1925,1,Garage,6/29/2015,N,Y,FALSE,282000
150050979,979,http://www.redfin.com/CA/San-Diego/3403-42nd-St-92105/home/5531853,3403 42nd St,San Diego County,CA,32.741237,-117.104205,Single Family Residential,92105,3,2,San Diego,1183,,1936,3,Garage,10/13/2015,N,Y,FALSE,400000
150045669,669,http://www.redfin.com/CA/San-Diego/3419-45th-St-92105/home/5532035,3419 45th,San Diego,CA,32.74153,-117.0973943,Single Family Residential,92105,3,1,City Heights,871,6251,1950,2,Garage,10/16/2015,N,Y,FALSE,345000
150027512,512,http://www.redfin.com/CA/San-Diego/4277-Dwight-St-92105/home/5530531,4277 Dwight,San Diego,CA,32.743798,-117.102583,Single Family Residential,92105,3,1,City Heights,748,3001,1926,1,,9/10/2015,N,Y,FALSE,269770
150055353,353,http://www.redfin.com/CA/San-Diego/3808-39th-St-92105/home/5321942,3808 39th St,Sasn Diego,CA,32.748083,-117.110921,Single Family Residential,92105,2,1,City Heights,748,,1925,1,,11/25/2015,N,Y,FALSE,302500
150024981,981,http://www.redfin.com/CA/San-Diego/3124-Menlo-Ave-92105/home/5533692,3124 Menlo,San Diego,CA,32.738827,-117.094718,Single Family Residential,92105,3,1,City Heights,2063,6251,1954,2,Garage,11/30/2015,N,Y,TRUE,311500
150036200,200,http://www.redfin.com/CA/San-Diego/3334-42nd-St-92105/home/5396992,3334 42nd St,San Diego,CA,32.741016,-117.104917,Single Family Residential,92105,3,2,City Heights,1048,7000,1954,2,Garage,12/11/2015,N,Y,FALSE,392000
150054038,38,http://www.redfin.com/CA/San-Diego/3555-Chamoune-Ave-92105/home/5531204,3555 CHAMOUNE Ave,SAN DIEGO,CA,32.743173,-117.096317,Single Family Residential,92105,1,1,City Heights,525,,1925,2,,12/18/2015,N,Y,FALSE,305000
150056486,486,http://www.redfin.com/CA/San-Diego/3751-Chamoune-Ave-92105/home/5503764,3751 Chamoune Ave,San Diego,CA,32.746823,-117.096309,Single Family Residential,92105,3,1,City Heights,1009,6251,1914,2,Garage,1/8/2016,N,Y,FALSE,303000
150062955,955,http://www.redfin.com/CA/San-Diego/3034-40th-St-92105/home/5397753,3034 40th St,San Diego,CA,32.737311,-117.109887,Single Family Residential,92105,4,2,City Heights,1344,7000,1960,2,,2/3/2016,N,Y,FALSE,375000
150056991,991,http://www.redfin.com/CA/San-Diego/3613-42nd-St-92105/home/5504809,3613 42nd St,San Diego,CA,32.744349,-117.104166,Single Family Residential,92105,4,1,City Heights,924,7000,1918,0,,2/5/2016,N,Y,FALSE,275000
150061026,26,http://www.redfin.com/CA/San-Diego/3739-Polk-Ave-92105/home/5320806,3739 Polk Ave,San Diego,CA,32.7513918,-117.1121499,Single Family Residential,92105,3,2,City Heights,900,,1938,1,,2/17/2016,N,Y,FALSE,359000
150046656,656,http://www.redfin.com/CA/San-Diego/1935-Rexford-Dr-92105/home/5829408,1935 Rexford Dr,San Diego,CA,32.726316,-117.108269,Single Family Residential,92105,4,2,San Diego,1396,5800,1959,4,Garage,10/9/2015,N,Y,FALSE,386500
150042891,891,http://www.redfin.com/CA/San-Diego/1969-Parrot-St-92105/home/5828929,1969 Parrot,San Diego,CA,32.726244,-117.112038,Single Family Residential,92105,3,3,San Diego,1824,5900,1954,6,Garage,10/15/2015,N,Y,FALSE,440000
150049504,504,http://www.redfin.com/CA/San-Diego/2077-39th-St-92105/home/5827579,2077 39th,San Diego,CA,32.727359,-117.110036,Single Family Residential,92105,3,1,San Diego,1342,6100,1953,4,Garage,10/23/2015,N,Y,FALSE,410000
150052304,304,http://www.redfin.com/CA/San-Diego/2342-39th-St-92105/home/5826569,2342 39th St,San Diego,CA,32.730546,-117.110729,Single Family Residential,92105,3,1,East San Diego,895,,1957,2,,10/30/2015,N,Y,FALSE,390000
150052560,560,http://www.redfin.com/CA/San-Diego/2103-Rexford-Dr-92105/home/6277404,2103 Rexford Dr,San Diego,CA,32.727825,-117.108233,Single Family Residential,92105,2,1,San Diego,942,,1953,2,Garage,10/29/2015,N,Y,FALSE,338000
150056473,473,http://www.redfin.com/CA/San-Diego/4120-Sycamore-Dr-92105/home/5826813,4120 Sycamore,San Diego,CA,32.731404,-117.106591,Single Family Residential,92105,2,1,San Diego,800,7261,1959,2,,12/11/2015,N,Y,FALSE,330000
150042254,254,http://www.redfin.com/CA/San-Diego/2036-Tulip-St-92105/home/5828088,2036 Tulip St,San Diego,CA,32.727584,-117.107087,Single Family Residential,92105,3,2,San Diego,1264,5500,1953,4,Garage,12/15/2015,N,Y,FALSE,385000
150053001,1,http://www.redfin.com/CA/San-Diego/4015-Juniper-St-92105/home/5827463,4015 Juniper St,San Diego,CA,32.729485,-117.109003,Single Family Residential,92105,3,1,San Diego,1087,,1955,4,Garage,12/18/2015,N,Y,FALSE,360000
150060041,41,http://www.redfin.com/CA/San-Diego/2136-39th-St-92105/home/5827550,2136 39th,SAN DIEGO,CA,32.728138,-117.110554,Single Family Residential,92105,3,2,San Diego,1200,,1953,6,Garage,1/5/2016,N,Y,FALSE,427000
150065946,946,http://www.redfin.com/CA/San-Diego/1882-Tulip-St-92105/home/5829547,1882 Tulip St,San Diego,CA,32.725912,-117.10712,Single Family Residential,92105,2,1,East San Diego,908,5700,1953,2,Garage,1/20/2016,N,Y,FALSE,130000
150011190,190,http://www.redfin.com/CA/San-Diego/3124-Winlow-St-92105/home/5542969,3124 WINLOW St,San Diego,CA,32.738165,-117.078698,Single Family Residential,92105,3,1,San Diego,1050,5500,1950,1,Garage,11/23/2015,N,Y,FALSE,330000
150059670,670,http://www.redfin.com/CA/San-Diego/3141-54th-St-92105/home/5542943,3141 54th,San Diego,CA,32.738518,-117.079168,Single Family Residential,92105,3,2,East San Diego,1639,5500,1950,2,Garage,12/2/2015,N,Y,FALSE,366500
150060328,328,http://www.redfin.com/CA/San-Diego/3382-52nd-St-92105/home/5539747,3382 52nd,San Diego,CA,32.7429011,-117.0803129,Single Family Residential,92105,2,2,City Heights,1091,5400,1950,2,Garage,12/29/2015,N,Y,FALSE,360000
150064349,349,http://www.redfin.com/CA/San-Diego/3416-Winlow-St-92105/home/5540027,3416 Winlow,San Diego,CA,32.743556,-117.078278,Single Family Residential,92105,3,1,City Heights,1152,6000,1950,1,,1/21/2016,N,Y,FALSE,320000
160005117,117,http://www.redfin.com/CA/San-Diego/3349-54th-St-92105/home/5540139,3349 54 th St,san diego,CA,32.742311,-117.079086,Single Family Residential,92105,3,2,East San Diego,1290,,1950,1,,2/8/2016,N,Y,FALSE,352000
150023776,776,http://www.redfin.com/CA/San-Diego/3350-54th-St-92105/home/5539820,3350 54th,San Diego,CA,32.74235,-117.079891,Single Family Residential,92105,3,1,East San Diego,1455,6500,1950,2,Garage,8/19/2015,N,Y,TRUE,301000
150060738,738,http://www.redfin.com/CA/San-Diego/5608-Michael-St-92105/home/5540677,5608 Michael St,San Diego,CA,32.743542,-117.0744626,Single Family Residential,92105,2,1,San Diego,1044,,1951,1,Garage,12/23/2015,N,Y,FALSE,328000
150060543,543,http://www.redfin.com/CA/San-Diego/5753-Redwood-St-92105/home/5541670,5753 REDWOOD St,SAN DIEGO,CA,32.740491,-117.071808,Single Family Residential,92105,3,1,East San Diego,1044,,1951,0,,2/1/2016,N,Y,FALSE,270000
150046378,378,http://www.redfin.com/CA/San-Diego/4328-41st-St-92105/home/5400127,4328 41st,San Diego,CA,32.7558231,-117.1073978,Single Family Residential,92105,2,1,Kensington,720,4125,1926,3,Garage,11/23/2015,N,Y,FALSE,475000
150058440,440,http://www.redfin.com/CA/San-Diego/4346-38th-St-92105/home/5317254,4346 38th St,San Diego,CA,32.756175,-117.11177,Single Family Residential,92105,3,1,San Diego,846,,1927,3,Garage,12/7/2015,N,Y,FALSE,472500
150058233,233,http://www.redfin.com/CA/San-Diego/4219-Marlborough-Ave-92105/home/5400656,4219 Marlborough,San Diego,CA,32.7536683,-117.1058273,Single Family Residential,92105,3,2,San Diego,1016,4748,1926,2,,1/7/2016,N,Y,FALSE,480000
150033535,535,http://www.redfin.com/CA/San-Diego/4334-38th-St-92105/home/6278976,4334 38th St,San Diego,CA,32.75598253,-117.1116432,Single Family Residential,92105,2,1,San Diego,684,,1927,1,,7/21/2015,N,Y,FALSE,350000
150049010,10,http://www.redfin.com/CA/San-Diego/3035-55th-St-92105/home/5543521,3035 55th Street,San Diego,CA,32.739015,-117.076191,Single Family Residential,92105,2,1,San Diego,768,5400,1949,2,Garage,10/31/2015,N,Y,FALSE,340000
150054506,506,http://www.redfin.com/CA/San-Diego/3211-W-Virgo-Rd-92105/home/5540569,3211 W Virgo Rd,San Diego,CA,32.740624,-117.076411,Single Family Residential,92105,2,1,San Diego,1092,7000,1950,4,Garage,12/4/2015,N,Y,FALSE,353000
150063127,127,http://www.redfin.com/CA/San-Diego/5449-Redwood-St-92105/home/5543060,5449 Redwood St,San Diego,CA,32.737702,-117.07776,Single Family Residential,92105,2,1,San Diego,810,6500,1949,5,Garage,1/8/2016,N,Y,FALSE,345000
150053407,407,http://www.redfin.com/CA/San-Diego/2467-56th-St-92105/home/5546061,2467 56th,San Diego,CA,32.731853,-117.075523,Single Family Residential,92105,2,2,San Diego,1254,6800,1958,4,Garage,1/8/2016,N,Y,FALSE,380000
150062732,732,http://www.redfin.com/CA/San-Diego/5524-Fredonia-St-92105/home/5840836,5524 Fredonia St,San Diego,CA,32.727225,-117.076687,Single Family Residential,92105,3,1,San Diego,826,6000,1951,2,Garage,1/21/2016,N,Y,FALSE,375000
150063207,207,http://www.redfin.com/CA/San-Diego/5561-Hubner-Rd-92105/home/5546560,5561 Hubner,San Diego,CA,32.738934,-117.075355,Single Family Residential,92105,2,1,San Diego,780,8600,1950,2,,2/8/2016,N,Y,FALSE,354000
160001529,529,http://www.redfin.com/CA/San-Diego/2001-Muscat-St-92105/home/5841838,2001 Muscat,San Diego,CA,32.726345,-117.075937,Single Family Residential,92105,2,1,San Diego,888,,1950,3,Garage,2/18/2016,N,Y,FALSE,347000
150051905,905,http://www.redfin.com/CA/San-Diego/5535-Carmen-St-92105/home/5841771,5535 Carmen St,San Diego,CA,32.725389,-117.077132,Single Family Residential,92105,2,1,San Diego,780,,1950,2,Garage,11/13/2015,N,Y,FALSE,288719
150044871,871,http://www.redfin.com/CA/San-Diego/3258-Easy-St-92105/home/5539916,3258 Easy St,San Diego,CA,32.740342,-117.08073,Single Family Residential,92105,3,2,East San Diego,1434,,1950,2,Garage,10/23/2015,N,Y,FALSE,349000
150046835,835,http://www.redfin.com/CA/San-Diego/5318-Streamview-Dr-92105/home/5539457,5318 Streamview Dr,San Diego,CA,32.744624,-117.081481,Single Family Residential,92105,3,2,San Diego,1329,,1951,1,Garage,11/12/2015,N,Y,FALSE,332000
150057863,863,http://www.redfin.com/CA/San-Diego/5952-Thorn-St-92105/home/5541364,5952 Thorn St,San Diego,CA,32.74236,-117.067493,Single Family Residential,92105,3,2,East San Diego,1044,5400,1951,2,,1/27/2016,N,Y,FALSE,327000
150063824,824,http://www.redfin.com/CA/San-Diego/5943-Thorn-St-92105/home/5541929,5943 Thorn,San Diego,CA,32.741911,-117.067672,Single Family Residential,92105,2,1,College Grove,800,,1951,5,Garage,2/3/2016,N,Y,FALSE,375000
150046239,239,http://www.redfin.com/CA/San-Diego/4858-Castle-Ave-92105/home/5506462,4858 Castle Ave,San Diego,CA,32.744382,-117.090815,Single Family Residential,92105,3,2,City Heights,1157,,1939,4,Garage,10/8/2015,N,Y,FALSE,360000
150036170,170,http://www.redfin.com/CA/San-Diego/5055-Quince-St-92105/home/5538180,5055 Quince,San Diego,CA,32.736624,-117.086709,Single Family Residential,92105,3,2,San Diego,1431,5998,1958,6,Garage,10/13/2015,N,Y,FALSE,335000
150043027,27,http://www.redfin.com/CA/San-Diego/2244-Susan-Pl-92105/home/5839567,2244 Susan,San Diego,CA,32.7290273,-117.0851127,Single Family Residential,92105,3,1,San Diego,992,5900,1950,2,Garage,10/20/2015,N,Y,FALSE,355000
150048811,811,http://www.redfin.com/CA/San-Diego/5145-Lyle-Dr-92105/home/5839607,5145 Lyle Dr,San Diego,CA,32.728346,-117.085329,Single Family Residential,92105,2,1,East San Diego,888,,1950,3,Garage,10/22/2015,N,Y,FALSE,348000
150042278,278,http://www.redfin.com/CA/San-Diego/5076-Lyle-Dr-92105/home/5839471,5076 Lyle Dr,San Diego,CA,32.728773,-117.086388,Single Family Residential,92105,3,1,East San Diego,1080,5500,1953,4,Garage,11/9/2015,N,Y,FALSE,382000
150046521,521,http://www.redfin.com/CA/San-Diego/3661-47th-St-92105/home/5506189,3661 47th St,San Diego,CA,32.74517,-117.093855,Single Family Residential,92105,2,1,San Diego,676,6250,1937,5,Garage,12/2/2015,N,Y,FALSE,320000
150047062,62,http://www.redfin.com/CA/San-Diego/2895-Chollas-Rd-92105/home/6488588,2895 Chollas,San Diego,CA,32.735394,-117.086458,Single Family Residential,92105,4,3,San Diego,2016,10627,2002,4,Garage,12/7/2015,N,Y,FALSE,445000
ML81446814,814,http://www.redfin.com/CA/San-Diego/2405-Corinna-Ct-92105/home/5547534,2405 Corinna Ct,SAN DIEGO,CA,32.73037,-117.088291,Single Family Residential,92105,4,2.5,SAN DIEGO,1684,4200,1989,2,Garage,12/22/2015,N,Y,FALSE,427000
150052121,121,http://www.redfin.com/CA/San-Diego/3328-Belle-Isle-Dr-92105/home/5532447,3328 Belle Isle,San Diego,CA,32.740864,-117.091706,Single Family Residential,92105,2,1,San Diego,810,5000,1946,2,Garage,12/23/2015,N,Y,FALSE,345000
150060683,683,http://www.redfin.com/CA/San-Diego/4805-Castle-Ave-92105/home/5506529,4805 CASTLE Ave,SAN DIEGO,CA,32.7449133,-117.0917757,Single Family Residential,92105,2,1,City Heights,966,,1942,5,Garage,1/8/2016,N,Y,FALSE,290000
150060884,884,http://www.redfin.com/CA/San-Diego/5039-Chollas-Pkwy-92105/home/5542204,5039 CHOLLAS Pkwy,San Diego,CA,32.737954,-117.085831,Single Family Residential,92105,3,2,San Diego,1603,5700,1955,2,Garage,1/20/2016,N,Y,FALSE,380000
150061272,272,http://www.redfin.com/CA/San-Diego/4916-Lantana-Dr-92105/home/5506700,4916 Lantana,San Diego,CA,32.744275,-117.089737,Single Family Residential,92105,4,2,City Heights,1250,13011,1939,3,Garage,1/22/2016,N,Y,FALSE,440000
150045173,173,http://www.redfin.com/CA/San-Diego/3564-47th-St-92105/home/5531439,3564 47th,San Diego,CA,32.743319,-117.093701,Single Family Residential,92105,2,1,San Diego,704,6251,1950,13,Garage,1/26/2016,N,Y,FALSE,335000
150062948,948,http://www.redfin.com/CA/San-Diego/3435-Isla-Vista-Dr-92105/home/5532598,3435 Isla Vista Dr,San Diego,CA,32.741906,-117.090202,Single Family Residential,92105,3,1,San Diego,1070,18800,1936,4,Garage,1/29/2016,N,Y,FALSE,471000
150048430,430,http://www.redfin.com/CA/San-Diego/3695-Orange-Ave-92104/home/5319226,3695 Orange Ave,San Diego,CA,32.753094,-117.1132586,Single Family Residential,92104,2,2,North Park,756,2500,1923,3,Garage,10/19/2015,N,Y,FALSE,359000
150028200,200,http://www.redfin.com/CA/San-Diego/4068-51st-St-92105/home/5510520,4068 51 St,San Diego,CA,32.7505498,-117.0847862,Single Family Residential,92105,5,3,San Diego,2493,23087,1954,4,Garage,1/15/2016,N,Y,FALSE,449900
160002024,24,http://www.redfin.com/CA/San-Diego/5851-Thorn-St-92105/home/5541805,5851 Thorn,San Diego,CA,32.74118,-117.069191,Single Family Residential,92105,4,2,East San Diego,1260,8100,1951,2,Garage,3/15/2016,N,Y,FALSE,376000
160005084,84,http://www.redfin.com/CA/San-Diego/3201-Altadena-Ave-92105/home/5546515,3201 Altadena,San Diego,CA,32.739025,-117.08731,Single Family Residential,92105,3,2,City Heights,1302,,1960,4,Garage,3/16/2016,N,Y,FALSE,315000
150050774,774,http://www.redfin.com/CA/San-Diego/2005-Crenshaw-St-92105/home/5828051,2005 Crenshaw,San Diego,CA,32.726979,-117.10742,Single Family Residential,92105,3,1,San Diego,1020,5500,1953,4,Garage,1/7/2016,N,Y,TRUE,286250
150048129,129,http://www.redfin.com/CA/San-Diego/1750-Parrot-St-92105/home/5828605,1750 Parrot St,San Diego,CA,32.724527,-117.113912,Single Family Residential,92105,2,1,San Diego,908,6200,1954,4,Garage,2/29/2016,N,Y,FALSE,349000
150065025,25,http://www.redfin.com/CA/San-Diego/2355-Altadena-Ave-92105/home/5546406,2355 Altadena,San Diego,CA,32.7302503,-117.0860268,Single Family Residential,92105,3,2,San Diego,1287,8100,1956,4,Garage,2/23/2016,N,Y,FALSE,435000
150062142,142,http://www.redfin.com/CA/San-Diego/3252-53rd-St-92105/home/5539694,3252 53rd,San Diego,CA,32.741032,-117.081448,Single Family Residential,92105,3,1,City Heights,1050,6500,1950,2,Garage,2/24/2016,N,Y,FALSE,346000
150062699,699,http://www.redfin.com/CA/San-Diego/3319-46th-St-92105/home/5532234,3319 N 46th St,San Diego,CA,32.740713,-117.095216,Single Family Residential,92105,3,1,City Heights,768,6251,1930,2,,2/29/2016,N,Y,FALSE,339000
150062986,986,http://www.redfin.com/CA/San-Diego/2621-Blackton-Dr-92105/home/5545024,2621 Blackton,San Diego,CA,32.7330176,-117.0781932,Single Family Residential,92105,6,2,San Diego,1868,6500,1964,5,Garage,12/22/2015,N,Y,FALSE,432000
160006564,564,http://www.redfin.com/CA/San-Diego/3222-Belle-Isle-Dr-92105/home/5533869,3222 Belle Isle Dr,San Diego,CA,32.739486,-117.091691,Single Family Residential,92105,3,1,City Heights,1007,,1936,4,Garage,3/15/2016,N,Y,FALSE,425500
150041716,716,http://www.redfin.com/CA/San-Diego/2044-Haniman-Dr-92105/home/5839774,2044 Haniman,San Diego,CA,32.726639,-117.0837129,Single Family Residential,92105,3,3,San Diego,1634,6900,1949,3,,10/1/2015,N,Y,FALSE,418000
150046361,361,http://www.redfin.com/CA/San-Diego/3804-Meade-Ave-92116/home/5316291,3804 Meade Ave,San Diego,CA,32.75732,-117.111276,Single Family Residential,92116,2,1,Normal Heights,816,2500,1929,3,Garage,10/2/2015,N,Y,FALSE,460000
150027358,358,http://www.redfin.com/CA/San-Diego/2404-Shamrock-St-92105/home/5826922,2404 Shamrock,San Diego,CA,32.73037,-117.106488,Single Family Residential,92105,2,1,San Diego,619,,1926,3,,6/30/2015,N,Y,FALSE,189000
150042067,67,http://www.redfin.com/CA/San-Diego/4173-39th-St-92105/home/5319615,4173 39th St,San Diego,CA,32.7528084,-117.1103329,Single Family Residential,92105,3,2,City Heights,1400,,1928,2,,9/4/2015,N,Y,FALSE,430000
150029823,823,http://www.redfin.com/CA/San-Diego/3838-41st-St-92105/home/5401126,3838 41st,San Diego,CA,32.7485305,-117.1072115,Single Family Residential,92105,5,2,City Heights,1188,,1926,5,,10/18/2015,N,Y,FALSE,325000
150019450,450,http://www.redfin.com/CA/San-Diego/1811-Crenshaw-St-92105/home/5829504,1811 Crenshaw St,San Diego,CA,32.7249531,-117.1076707,Single Family Residential,92105,3,2,San Diego,1072,,1953,4,Garage,7/1/2015,N,Y,FALSE,350000
150046672,672,http://www.redfin.com/CA/San-Diego/3853-45th-St-92105/home/5502118,3853 45th St,San Diego,CA,32.748757,-117.097355,Single Family Residential,92105,2,1,City Heights,822,,1927,1,Garage,9/30/2015,N,Y,FALSE,307000
150043066,66,http://www.redfin.com/CA/San-Diego/2464-Sumac-Dr-92105/home/5537363,2464 Sumac Dr,San Diego,CA,32.731834,-117.102642,Single Family Residential,92105,3,2,City Heights,1254,6382,1930,2,,10/6/2015,N,Y,FALSE,375000
150044657,657,http://www.redfin.com/CA/San-Diego/2580-46th-St-92105/home/5537758,2580 46th St,San Diego,CA,32.73284,-117.09643,Single Family Residential,92105,4,2,San Diego,1475,7000,1979,5,Garage,9/22/2015,N,Y,FALSE,405000
150049487,487,http://www.redfin.com/CA/San-Diego/2523-Tuberose-St-92105/home/5536512,2523 Tuberose,San Diego,CA,32.732798,-117.104223,Single Family Residential,92105,2,1,City Heights,680,5759,1950,0,,10/2/2015,N,Y,FALSE,225000
150032132,132,http://www.redfin.com/CA/San-Diego/2094-Laurinda-Pl-92105/home/5833812,2094 Laurinda,San Diego,CA,32.7277792,-117.0990698,Single Family Residential,92105,3,2,City Heights,1246,25265,1954,6,Garage,7/23/2015,N,Y,FALSE,408000
150025941,941,http://www.redfin.com/CA/San-Diego/4424-Cynthia-Pl-92105/home/5833905,4424 Cynthia Pl,San Diego,CA,32.7281452,-117.0974914,Single Family Residential,92105,3,1,City Heights,1231,,1953,6,Garage,6/13/2015,N,Y,FALSE,400000
150026838,838,http://www.redfin.com/CA/San-Diego/1745-Ridgeview-Dr-92105/home/5834390,1745 Ridge Vw,San Diego,CA,32.723647,-117.1005766,Single Family Residential,92105,3,2,East San Diego,1387,16900,1957,4,Garage,7/6/2015,N,Y,FALSE,382000
150044100,100,http://www.redfin.com/CA/San-Diego/1834-Ridgeview-Dr-92105/home/5834441,1834 Ridge View Dr,San Diego,CA,32.725306,-117.1010696,Single Family Residential,92105,5,3,East San Diego,1610,,1957,4,Garage,12/8/2015,N,Y,FALSE,435000
150033246,246,http://www.redfin.com/CA/San-Diego/5571-Streamview-Dr-92105/home/5540792,5571 STREAMVIEW,San Diego,CA,32.742266,-117.075154,Single Family Residential,92105,4,2,College Grove,1650,,1951,2,Garage,10/1/2015,N,Y,FALSE,400000
150048476,476,http://www.redfin.com/CA/San-Diego/3082-Thornton-Pl-92105/home/5543153,3082 Thornton Pl,San Diego,CA,32.7375204,-117.0771837,Single Family Residential,92105,3,2,San Diego,1368,16900,1955,2,Garage,11/13/2015,N,Y,FALSE,395000
150028765,765,http://www.redfin.com/CA/San-Diego/1981-Champion-St-92105/home/5841747,1981 Champion St,San Diego,CA,32.7256488,-117.0798043,Single Family Residential,92105,3,2,San Diego,1200,11900,1951,2,Garage,7/10/2015,N,Y,FALSE,405000
150017295,295,http://www.redfin.com/CA/San-Diego/3310-52nd-St-92105/home/5539628,3310 52nd,San Diego,CA,32.741674,-117.08207,Single Family Residential,92105,2,1,College Grove,936,6000,1950,2,Garage,5/28/2015,N,Y,FALSE,327000
150020985,985,http://www.redfin.com/CA/San-Diego/3403-Belle-Isle-Dr-92105/home/5532506,3403 Belle Isle Dr,San Diego,CA,32.741274,-117.091216,Single Family Residential,92105,3,2,City Heights,1376,,1928,5,Garage,5/26/2015,N,Y,FALSE,436000
150019224,224,http://www.redfin.com/CA/San-Diego/4784-Lantana-Dr-92105/home/5504421,4784 Lantana Dr,San Diego,CA,32.746422,-117.091338,Single Family Residential,92105,2,2,City Heights,564,3641,1938,4,,5/28/2015,N,Y,FALSE,280000
150012433,433,http://www.redfin.com/CA/San-Diego/5811-Streamview-Dr-92105/home/5540935,5811 Streamview,San Diego,CA,32.743371,-117.071112,Single Family Residential,92105,3,1,San Diego,1154,5900,1951,5,Garage,5/26/2015,N,Y,FALSE,348000
150017225,225,http://www.redfin.com/CA/San-Diego/5211-Redwood-St-92105/home/5542711,5211 Redwood St,San Diego,CA,32.73751,-117.083356,Single Family Residential,92105,2,1,City Heights,744,,1950,2,Garage,6/3/2015,N,Y,FALSE,328000
150013749,749,http://www.redfin.com/CA/San-Diego/2311-55th-St-92105/home/5545894,2311 55th St,San Diego,CA,32.7297439,-117.0773134,Single Family Residential,92105,3,2,City Heights,1292,,1957,4,Garage,6/2/2015,N,Y,FALSE,405000
150020573,573,http://www.redfin.com/CA/San-Diego/2104-Ridgeview-Dr-92105/home/5833949,2104 Ridge Vw,San Diego,CA,32.727927,-117.096956,Single Family Residential,92105,2,1,City Heights,991,,1953,4,Garage,5/22/2015,N,Y,FALSE,260000
150004272,272,http://www.redfin.com/CA/San-Diego/3654-46th-St-92105/home/5505924,3654 46th St,San Diego,CA,32.745033,-117.096026,Single Family Residential,92105,2,1,San Diego,972,,1929,1,Garage,5/22/2015,N,Y,FALSE,210000
150022411,411,http://www.redfin.com/CA/San-Diego/2628-Ridgeview-Dr-92105/home/5538679,2628 Ridge Vw,San Diego,CA,32.733824,-117.092472,Single Family Residential,92105,3,1,San Diego,912,6100,1955,1,Garage,6/3/2015,N,Y,FALSE,365000
150022540,540,http://www.redfin.com/CA/San-Diego/4158-Chamoune-Ave-92105/home/5499066,4158 Chamoune,San Diego,CA,32.752445,-117.096844,Single Family Residential,92105,4,1,City Heights,776,3123,1926,1,Garage,6/26/2015,N,Y,FALSE,316500
150010213,213,http://www.redfin.com/CA/San-Diego/3846-46th-St-92105/home/5502301,3846 46th,San Diego,CA,32.748593,-117.095815,Single Family Residential,92105,4,1,City Heights,792,,1924,2,Garage,6/25/2015,N,Y,FALSE,240000
150023118,118,http://www.redfin.com/CA/San-Diego/3654-Van-Dyke-Ave-92105/home/5504848,3654 Van Dyke,San Diego,CA,32.745059,-117.10364,Single Family Residential,92105,4,2,City Heights,1315,,1931,4,Garage,6/9/2015,N,Y,FALSE,375000
150029737,737,http://www.redfin.com/CA/San-Diego/3572-44th-St-92105/home/5530731,3572 44th,San Diego,CA,32.743472,-117.100182,Single Family Residential,92105,3,1,City Heights,1080,4687,1952,4,,7/31/2015,N,Y,FALSE,305000
150031204,204,http://www.redfin.com/CA/San-Diego/4375-Dwight-St-92105/home/5530762,4375 Dwight St,San Diego,CA,32.743867,-117.100279,Single Family Residential,92105,1,1,East San Diego,336,,1925,0,,8/4/2015,N,Y,FALSE,147000
150040159,159,http://www.redfin.com/CA/San-Diego/3515-45th-St-92105/home/5531111,3515 45th St,San Diego,CA,32.742491,-117.0973822,Single Family Residential,92105,4,1,City Heights,1116,6251,1922,3,Garage,9/3/2015,N,Y,FALSE,388000
150004555,555,http://www.redfin.com/CA/San-Diego/4590-Myrtle-Ave-92105/home/5531246,4590 Myrtle,san diego,CA,32.742354,-117.095692,Single Family Residential,92105,2,1,City Heights,780,,1930,2,Garage,8/14/2015,N,Y,FALSE,283000
150030195,195,http://www.redfin.com/CA/San-Diego/3520-Euclid-Ave-92105/home/5531494,3520 Euclid Ave,San Diego,CA,32.7425926,-117.0924553,Single Family Residential,92105,3,1,City Heights,790,,1965,2,Garage,8/20/2015,N,Y,FALSE,320000
150022960,960,http://www.redfin.com/CA/San-Diego/4777-Dwight-St-92105/home/5531568,4777 Dwight St,San Diego,CA,32.743397,-117.091283,Single Family Residential,92105,3,2,City Heights,1016,12349,1923,2,,6/18/2015,N,Y,FALSE,356000
